City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,olyokminsk,60.3736,120.4264,83.46,44,7,4.59,RU,1690335584
289,slave lake,55.2834,-114.769,58.98,67,100,17.27,CA,1690335350
290,sale,34.0389,-6.8166,69.75,88,75,0.0,MA,1690335584
291,kafue,-15.7691,28.1814,56.12,60,1,8.48,ZM,1690335584
292,loreto,22.2667,-101.9667,64.54,69,100,15.52,MX,1690335585
293,gaiman,-43.2897,-65.4929,43.36,78,26,13.56,AR,1690335585
294,touros,-5.1989,-35.4608,72.99,85,26,12.39,BR,1690335585
295,shimoda,34.6667,138.95,92.1,64,44,2.48,JP,1690335585
296,baise city,23.8997,106.6133,87.64,72,76,0.27,CN,1690335585
297,qarazhal,48.0078,70.7903,80.28,29,8,7.09,KZ,1690335585
298,arraial do cabo,-22.9661,-42.0278,70.52,92,1,23.22,BR,1690335539
299,chonchi,-42.6128,-73.8092,45.12,94,45,3.44,CL,1690335586
300,amahai,-3.3333,128.9167,78.48,81,99,9.98,ID,1690335586
301,alo,7.4178,6.7371,74.35,96,100,2.35,NG,1690335586
302,gao,16.6362,1.637,91.71,38,66,12.48,ML,1690335586
303,betio village,1.358,172.9211,80.64,74,100,7.18,KI,1690335587
304,mangrol,21.1167,70.1167,81.18,87,98,14.7,IN,1690335587
305,broken hill,-31.95,141.4333,61.2,38,0,8.08,AU,1690335587
306,luderitz,-26.6481,15.1594,55.78,73,97,2.73,NA,1690335588
307,bethanie,-26.4833,17.15,54.64,32,43,10.0,NA,1690335588
308,nirmal,19.1,78.35,75.88,92,100,12.48,IN,1690335588
309,jumla,29.2747,82.1838,64.96,89,100,1.88,NP,1690335544
310,ust-tsilma,65.441,52.1498,57.76,91,31,2.73,RU,1690335589
311,idritsa,56.3316,28.8988,56.12,98,100,3.44,RU,1690335589
312,jieshi,22.8134,115.8257,87.26,70,79,6.73,CN,1690335589
313,odobesti,45.7667,27.05,69.13,60,50,0.47,RO,1690335589
314,san pedro,14.35,121.0167,84.31,85,100,18.41,PH,1690335590
315,las palmas de gran canaria,28.0997,-15.4134,73.53,75,75,23.02,ES,1690335383
316,kavieng,-2.5744,150.7967,82.47,77,100,11.99,PG,1690335590
317,atlantic beach,30.3344,-81.3987,82.42,78,75,0.0,US,1690335591
318,vidyayevo,69.3191,32.8049,49.86,96,94,4.41,RU,1690335591
319,yonggang-up,38.8561,125.4244,79.56,83,100,9.31,KP,1690335591
320,taupo,-38.6833,176.0833,47.26,56,67,12.84,NZ,1690335591
321,az zuwaytinah,30.9522,20.1202,82.6,59,0,7.58,LY,1690335592
322,revda,56.801,59.9303,61.12,71,100,3.69,RU,1690335592
323,benguela,-12.5763,13.4055,68.22,86,42,5.73,AO,1690335380
324,rouached,36.4577,6.0427,72.5,85,97,3.13,DZ,1690335592
325,kerman,30.2832,57.0788,64.26,24,0,4.61,IR,1690335593
326,cuyamel,15.6667,-88.2,84.36,88,18,5.28,HN,1690335593
327,cefalu,38.0386,14.0229,81.75,80,90,1.99,IT,1690335593
328,bouake,7.6895,-5.0218,73.51,100,82,4.61,CI,1690335593
329,whakatane,-37.9585,176.9854,57.88,63,99,11.99,NZ,1690335593
330,inirida,3.8653,-67.9239,72.03,99,98,1.45,CO,1690335594
331,karatuzskoye,53.6072,92.8667,65.32,82,100,4.07,RU,1690335594
332,visakhapatnam,17.69,83.2093,78.69,100,100,2.3,IN,1690335594
333,port hedland,-20.3167,118.5667,69.85,30,4,12.66,AU,1690335594
334,minas de marcona,-15.2119,-75.1103,53.69,89,39,13.31,PE,1690335594
335,ust-nera,64.5667,143.2,68.56,51,54,3.44,RU,1690335594
336,el calafate,-50.3408,-72.2768,22.68,62,5,5.59,AR,1690335595
337,alofi,-19.0595,-169.9187,75.09,64,40,5.75,NU,1690335595
338,arkalyk,50.2486,66.9114,71.94,47,100,14.23,KZ,1690335595
339,camacupa,-12.0167,17.4833,55.92,38,2,3.74,AO,1690335595
340,bel ombre,-4.6167,55.4167,78.64,83,40,17.27,SC,1690335595
341,fortuna,40.5982,-124.1573,66.54,77,20,14.97,US,1690335595
342,mejit,10.2753,170.8646,83.23,80,100,18.14,MH,1690335595
343,wewak,-3.5534,143.6268,81.54,76,70,9.1,PG,1690335596
344,abashiri,44.0213,144.2697,86.29,66,20,2.3,JP,1690335596
345,mosjoen,65.836,13.1908,57.72,82,100,0.0,NO,1690335596
346,labytnangi,66.6572,66.4183,65.07,63,100,14.14,RU,1690335596
347,coalinga,36.1397,-120.3602,98.85,21,0,3.71,US,1690335597
348,suva,-18.1416,178.4415,76.48,65,75,6.91,FJ,1690335597
349,antalaha,-14.9003,50.2788,66.51,87,13,6.35,MG,1690335597
350,vikulovo,56.8167,70.6107,65.21,73,2,6.8,RU,1690335597
351,katabu,-4.9333,122.5167,83.84,57,14,7.07,ID,1690335597
352,nur-sultan,51.1801,71.446,60.75,59,0,4.47,KZ,1690335318
353,husainabad,24.5333,84.0167,87.26,65,17,7.76,IN,1690335597
354,emmett,43.8735,-116.4993,94.06,21,1,1.01,US,1690335598
355,ujae,8.9322,165.7642,82.71,80,100,16.46,MH,1690335598
356,farkhar,36.5729,69.8578,84.11,25,46,2.89,AF,1690335598
357,hailey,43.5196,-114.3153,80.46,19,0,9.22,US,1690335598
358,ati,13.2154,18.3353,87.51,43,91,9.44,TD,1690335598
359,loen,7.7601,168.2307,83.19,77,100,12.82,MH,1690335598
360,magadan,59.5667,150.8,76.53,84,100,6.06,RU,1690335598
361,rio grande,-32.035,-52.0986,59.95,99,100,11.21,BR,1690335580
362,haiku-pauwela,20.9219,-156.3051,84.22,64,20,28.77,US,1690335599
363,akonolinga,3.7667,12.25,68.9,99,100,1.95,CM,1690335599
364,atbasar,51.8,68.3333,69.26,58,100,16.62,KZ,1690335599
365,dhidhdhoo,6.8833,73.1,81.12,81,100,8.12,MV,1690335599
366,nouadhibou,20.931,-17.0347,69.66,86,24,21.34,MR,1690335599
367,twon-brass,4.3151,6.2418,78.17,88,100,8.05,NG,1690335599
368,abu jibeha,11.4562,31.2285,74.01,85,100,4.63,SD,1690335600
369,ar rahad,12.7167,30.65,80.51,63,100,11.36,SD,1690335600
370,ulsteinvik,62.3432,5.8487,59.76,90,95,5.99,NO,1690335600
371,dongsheng,39.8161,109.9776,79.65,42,38,16.78,CN,1690335553
372,hisar,29.1667,75.7167,85.28,72,100,10.45,IN,1690335600
373,visby,57.6409,18.296,61.02,77,20,11.5,SE,1690335601
374,cedral,23.8,-100.7333,69.87,61,94,11.32,MX,1690335601
375,vila franca do campo,37.7167,-25.4333,70.21,83,14,2.64,PT,1690335601
376,renfrew,55.872,-4.3925,57.34,89,75,1.99,GB,1690335601
377,cam ranh,11.9214,109.1591,87.76,66,40,1.14,VN,1690335601
378,nizhniy odes,63.6445,54.856,60.1,74,72,3.09,RU,1690335601
379,la gi,10.6667,107.7833,82.33,79,87,12.62,VN,1690335602
380,jinghong,21.991,100.7341,84.24,64,100,1.45,CN,1690335602
381,marang,5.2056,103.2059,82.31,80,99,2.84,MY,1690335602
382,yuzhno-kurilsk,44.0306,145.8556,72.54,81,70,3.4,RU,1690335602
383,humaita,-7.5061,-63.0208,76.23,50,78,1.3,BR,1690335603
384,impfondo,1.6381,18.0667,73.51,88,100,2.15,CG,1690335603
385,wailea,19.8858,-155.123,82.44,85,75,9.22,US,1690335603
386,mandalgovi,45.7625,106.2708,67.82,51,30,8.5,MN,1690335604
387,sechura,-5.5569,-80.8222,71.67,73,36,15.32,PE,1690335604
388,parakou,9.3372,2.6303,72.12,94,49,5.44,BJ,1690335604
389,ivangorod,59.3716,28.2162,58.73,98,100,5.26,RU,1690335605
390,novyy turtkul',41.55,61.0167,75.11,19,0,4.61,UZ,1690335605
391,petauke,-14.2426,31.3253,59.67,60,5,13.8,ZM,1690335605
392,ormara,25.2088,64.6357,83.03,86,100,6.24,PK,1690335605
393,porto novo,6.4965,2.6036,76.82,94,15,4.92,BJ,1690335606
394,guerrero negro,27.9769,-114.0611,70.63,75,22,15.59,MX,1690335606
395,sao vicente,-23.9631,-46.3919,77.27,26,5,2.86,BR,1690335594
396,labrador city,52.9463,-66.9114,58.91,94,75,4.61,CA,1690335607
397,chibougamau,49.9168,-74.3659,65.82,63,75,4.45,CA,1690335607
398,wuyang,31.9925,116.2472,88.12,72,4,5.77,CN,1690335607
399,teruel,40.6667,-0.6667,51.19,72,2,2.19,ES,1690335608
400,inhambane,-23.865,35.3833,61.84,71,20,4.41,MZ,1690335608
401,talcher,20.95,85.2167,83.41,79,72,13.24,IN,1690335608
402,huanggang,23.677,116.9996,87.69,62,100,7.65,CN,1690335608
403,bamboo flat,11.7,92.7167,82.49,89,75,4.61,IN,1690335608
404,richards bay,-28.783,32.0377,61.86,78,82,13.91,ZA,1690335609
405,kudahuvadhoo,2.6708,72.8944,82.67,78,99,10.83,MV,1690335609
406,suzun,53.7841,82.3116,71.13,53,3,5.88,RU,1690335609
407,zinjibar,13.1287,45.3807,85.41,73,92,9.19,YE,1690335609
408,hirara,24.8,125.2833,87.66,79,75,20.71,JP,1690335609
409,lompoc,34.6391,-120.4579,89.74,74,0,9.22,US,1690335610
410,west bay,19.3667,-81.4167,84.0,88,40,1.99,KY,1690335507
411,novo aripuana,-5.1206,-60.3797,77.63,50,30,1.03,BR,1690335610
412,rustenburg,-25.6676,27.2421,49.87,90,14,2.59,ZA,1690335610
413,riyadh,24.6877,46.7219,86.14,11,100,5.26,SA,1690335610
414,port douglas,-16.4833,145.4667,72.01,86,98,18.19,AU,1690335611
415,reni,45.4573,28.2932,72.84,65,5,10.11,UA,1690335611
416,lospalos,-8.5186,127.0025,71.65,73,72,9.66,TL,1690335611
417,kasane,-17.8167,25.15,59.65,47,100,8.81,BW,1690335611
418,yass,-34.8333,148.9167,53.83,77,0,9.55,AU,1690335612
419,maymana,35.9214,64.7836,85.66,15,6,5.46,AF,1690335612
420,bairnsdale,-37.8333,147.6167,56.05,74,34,1.01,AU,1690335612
421,turpan,42.9333,89.1667,101.01,11,32,6.46,CN,1690335612
422,broome,42.2506,-75.833,69.66,93,51,0.74,US,1690335613
423,cliza,-17.6,-65.9333,55.29,53,0,6.53,BO,1690335613
424,muskegon,43.3,-86.1334,76.86,73,75,4.61,US,1690335613
425,miandrivazo,-19.5167,45.4667,63.54,59,4,2.89,MG,1690335613
426,ambikapur,23.1167,83.2,80.6,72,26,6.93,IN,1690335602
427,bikenibeu village,1.3673,173.1241,80.56,83,75,3.44,KI,1690335614
428,otjiwarongo,-20.4637,16.6477,50.95,46,0,0.54,NA,1690335614
429,storozhevaya,43.8789,41.4514,56.1,80,0,5.66,RU,1690335614
430,srikakulam,18.3,83.9,81.79,83,100,9.55,IN,1690335615
431,rio verde,21.9333,-99.9833,70.59,82,85,6.71,MX,1690335615
432,usogorsk,63.4106,48.6872,55.72,96,91,2.57,RU,1690335615
433,springbok,-29.6643,17.8865,47.3,82,52,2.89,ZA,1690335615
434,al ghayzah,16.2079,52.176,78.06,85,99,8.28,YE,1690335615
435,tazacorte,28.629,-17.9293,74.37,75,100,14.97,ES,1690335615
436,nanao,37.05,136.9667,97.29,59,0,2.62,JP,1690335616
437,narasannapeta,18.4167,84.05,81.48,85,100,8.41,IN,1690335616
438,iwanai,42.9744,140.5089,81.57,78,33,8.23,JP,1690335616
439,essaouira,31.5125,-9.77,69.3,87,0,9.22,MA,1690335617
440,juneau,58.3019,-134.4197,66.2,100,75,12.66,US,1690335604
441,arvayheer,46.2639,102.775,64.38,41,5,7.85,MN,1690335617
442,wau,7.7029,27.9953,70.83,98,100,4.14,SS,1690335617
443,ataq,14.5377,46.8319,76.77,59,68,11.23,YE,1690335618
444,kaa-khem,51.6833,94.7333,69.94,46,67,1.95,RU,1690335618
445,remire-montjoly,4.9167,-52.2667,77.04,94,0,1.14,GF,1690335618
446,nurlat,54.4277,50.8051,61.18,86,34,5.32,RU,1690335618
447,kolonia,50.9333,6.95,56.95,79,40,2.3,DE,1690335618
448,veraval,20.9,70.3667,81.07,88,100,15.01,IN,1690335375
449,sandnessjoen,66.0217,12.6316,57.72,76,100,9.17,NO,1690335619
450,lae,-6.7221,146.9847,79.47,91,100,2.37,PG,1690335619
451,horodyshche,49.2849,31.4451,68.7,83,100,14.45,UA,1690335619
452,guerrero,17.6667,-100.0,67.71,95,95,1.21,MX,1690335619
453,el galpon,-25.3807,-64.6526,51.98,67,33,3.13,AR,1690335620
454,bhimunipatnam,17.8833,83.4333,78.31,73,97,13.47,IN,1690335620
455,mgandu,-5.95,34.1333,57.85,61,31,8.68,TZ,1690335620
456,tutoia,-2.7619,-42.2744,78.51,82,40,9.06,BR,1690335620
457,sankt veit an der glan,46.7681,14.3603,60.78,100,40,2.3,AT,1690335621
458,topolobampo,25.6,-109.05,91.31,52,75,14.97,MX,1690335621
459,savalou,7.9281,1.9756,73.4,93,41,3.89,BJ,1690335621
460,sankt peter,48.0167,8.0333,50.65,94,86,3.71,DE,1690335621
461,rudnyy,52.9594,63.1206,70.03,67,100,3.33,KZ,1690335621
462,bage,-31.3314,-54.1069,57.22,98,100,7.81,BR,1690335622
463,sosnovo-ozerskoye,52.5249,111.5418,69.78,60,29,1.79,RU,1690335622
464,bossangoa,6.4926,17.4552,70.23,96,100,2.84,CF,1690335622
465,villa gesell,-37.2639,-56.973,54.05,91,100,10.58,AR,1690335622
466,miquelon,47.0975,-56.3814,64.4,95,16,6.22,PM,1690335623
467,kamina,-8.7386,24.9906,60.96,45,49,3.58,CD,1690335623
468,seven pagodas,12.6264,80.1722,78.85,69,100,14.09,IN,1690335623
469,bushehr,28.9684,50.8385,86.09,84,41,0.0,IR,1690335623
470,bulungu,-4.55,18.6,75.61,50,61,2.77,CD,1690335623
471,panaba,21.2833,-88.2667,79.93,86,21,13.89,MX,1690335623
472,bugene,-1.5911,31.1403,64.15,44,86,3.33,TZ,1690335624
473,molochnoye,59.2917,39.6787,56.35,81,88,7.25,RU,1690335624
474,puerto aysen,-45.4,-72.7,40.55,99,100,3.51,CL,1690335624
475,rosarito,32.3333,-117.0333,82.63,72,32,6.31,MX,1690335624
476,prince albert,53.2001,-105.7677,78.75,78,40,12.66,CA,1690335406
477,gurupi,-11.7292,-49.0686,75.43,37,0,3.85,BR,1690335625
478,hotan,37.0997,79.9269,82.06,32,52,2.33,CN,1690335625
479,lichinga,-13.3128,35.2406,53.69,87,0,14.97,MZ,1690335625
480,manistee,44.2445,-86.3242,77.02,79,0,3.44,US,1690335625
481,mweka,-4.85,21.5667,72.54,41,45,1.19,CD,1690335625
482,panama city beach,30.1766,-85.8055,84.33,75,20,3.44,US,1690335626
483,arteche,12.2645,125.4048,88.27,60,76,11.83,PH,1690335626
484,dunedin,-45.8742,170.5036,51.08,52,10,4.0,NZ,1690335626
485,narvik,68.4384,17.4272,58.8,86,93,5.3,NO,1690335626
486,awjilah,29.1081,21.2869,85.28,27,0,7.81,LY,1690335626
487,mabaruma,8.2,-59.7833,75.22,97,8,3.89,GY,1690335627
488,coquimbo,-29.9533,-71.3436,56.93,94,0,3.44,CL,1690335627
489,namtsy,62.7161,129.6658,74.97,30,9,11.25,RU,1690335627
490,kuta,-8.7233,115.1723,80.55,74,40,17.27,ID,1690335627
491,ishigaki,24.3448,124.1572,84.33,84,75,25.32,JP,1690335627
492,sarkisla,39.3519,36.4098,54.55,87,0,2.53,TR,1690335628
493,cafayate,-26.073,-65.9761,56.7,40,100,1.88,AR,1690335628
494,monrovia,6.3005,-10.7969,76.77,92,99,4.16,LR,1690335628
495,mirny,62.5353,113.9611,68.23,64,23,15.99,RU,1690335628
496,santa marta de ortigueira,43.6833,-7.85,63.25,87,80,1.01,ES,1690335629
497,boa vista,2.8197,-60.6733,76.98,94,40,3.44,BR,1690335629
498,lefka,35.1106,32.8506,81.68,44,0,2.1,CY,1690335629
499,uruzgan,32.8333,66.0,79.52,38,43,0.98,AF,1690335629
500,bolu,40.6667,31.5833,65.37,32,0,3.11,TR,1690335629
501,karratha,-20.7377,116.8463,70.72,64,57,16.2,AU,1690335630
502,kamaishi,39.2667,141.8833,85.14,66,2,2.51,JP,1690335630
503,saldanha,-33.0117,17.9442,55.92,66,100,6.17,ZA,1690335630
504,tame,6.461,-71.73,72.79,93,62,3.62,CO,1690335630
505,afaahiti,-17.75,-149.2833,80.47,83,4,19.15,PF,1690335631
506,salinas,36.6777,-121.6555,88.99,60,0,13.8,US,1690335014
507,aasiaat,68.7098,-52.8699,37.74,93,87,3.85,GL,1690335631
508,mahibadhoo,3.7833,72.9667,82.53,78,100,9.13,MV,1690335631
509,chos malal,-37.3781,-70.2709,40.93,69,1,11.23,AR,1690335631
510,bere,9.3202,16.1552,73.85,87,100,3.06,TD,1690335632
511,jackson,42.4165,-122.8345,91.27,25,0,10.36,US,1690335600
512,kalmunai,7.4167,81.8167,82.42,67,100,2.89,LK,1690335515
513,tyumentsevo,53.3224,81.498,72.46,48,5,6.24,RU,1690335632
514,tema,5.667,-0.0166,77.41,94,75,11.5,GH,1690335633
515,kailua-kona,19.6406,-155.9956,83.28,82,100,6.91,US,1690335576
516,vorkuta,67.5,64.0,64.98,80,100,8.1,RU,1690335633
517,baglung,28.2719,83.5898,71.02,94,100,1.72,NP,1690335633
518,aripuana,-9.1667,-60.6333,73.94,54,87,0.81,BR,1690335634
519,usinsk,65.9939,57.5281,62.83,73,100,0.92,RU,1690335634
520,sarakhs,36.5449,61.1577,85.71,14,0,10.71,IR,1690335634
521,mananjary,-21.2167,48.3333,66.02,88,63,9.31,MG,1690335634
522,promyshlennaya,54.9159,85.6385,67.15,68,86,7.38,RU,1690335635
523,longonjo,-12.9067,15.2533,58.3,29,92,1.9,AO,1690335635
524,waddan,29.1614,16.139,87.37,16,0,1.1,LY,1690335635
525,den burg,53.0542,4.7972,59.99,73,100,9.22,NL,1690335635
526,calama,-22.4667,-68.9333,48.09,25,1,1.81,CL,1690335555
527,ligny-en-barrois,48.6886,5.3254,56.59,92,29,5.28,FR,1690335636
528,maloye ganyushkino,46.6,49.2667,72.68,54,0,8.52,KZ,1690335636
529,miyaly,48.8844,53.7836,67.53,83,71,7.87,KZ,1690335636
530,severo-yeniseyskiy,60.3725,93.0408,67.28,78,99,1.48,RU,1690335637
531,key west,24.5557,-81.7826,84.0,74,40,0.0,US,1690335637
532,al jawf,29.5,38.75,79.79,29,5,8.19,SA,1690335637
533,la ronge,55.1001,-105.2842,73.65,49,100,13.8,CA,1690335637
534,ulladulla,-35.35,150.4667,63.54,42,0,5.95,AU,1690335637
535,woodstock,43.1334,-80.7497,74.95,82,3,5.99,CA,1690335551
536,selfoss,63.9331,-20.9971,53.04,87,99,4.09,IS,1690335638
537,pisco,-13.7,-76.2167,66.25,77,0,14.97,PE,1690335638
538,moapa valley,36.5805,-114.4703,107.55,10,53,9.22,US,1690335638
539,cromwell,41.5951,-72.6454,70.41,94,100,0.0,US,1690335639
540,huarmey,-10.0681,-78.1522,68.88,82,33,9.01,PE,1690335639
541,mata-utu,-13.2816,-176.1745,80.02,75,100,15.64,WF,1690335639
542,tralee,52.2704,-9.7026,57.52,92,100,5.59,IE,1690335639
543,glace bay,46.1969,-59.957,72.05,79,20,6.91,CA,1690335640
544,bahia de caraquez,-0.6,-80.4167,75.38,84,100,5.5,EC,1690335640
545,ajdabiya,30.7554,20.2263,83.19,44,0,7.96,LY,1690335640
546,weno,7.4515,151.8468,82.42,75,89,5.57,FM,1690335640
547,yilan,24.757,121.753,89.46,99,100,12.71,TW,1690335640
548,taoudenni,22.6783,-3.9836,99.48,9,16,6.44,ML,1690335640
549,baijiantan,45.6333,85.1833,91.33,13,18,2.51,CN,1690335641
550,artern,51.3667,11.3,55.33,85,100,5.19,DE,1690335641
551,kayyerkan,69.3786,87.7439,69.3,72,0,3.47,RU,1690335641
552,juan griego,11.0817,-63.9655,84.33,79,84,13.8,VE,1690335641
553,ribeira brava,32.65,-17.0667,72.23,81,30,2.64,PT,1690335641
554,trairi,-3.2778,-39.2689,77.99,83,56,10.92,BR,1690335483
555,mar del plata,-38.0023,-57.5575,53.1,96,100,15.01,AR,1690335380
556,fort bragg,35.139,-79.006,85.84,67,0,5.75,US,1690335642
557,tocopilla,-22.092,-70.1979,63.54,78,9,4.7,CL,1690335642
558,abepura,-2.6333,140.5833,86.81,62,20,5.75,ID,1690335642
559,homestead meadows south,31.811,-106.1643,99.97,16,1,12.75,US,1690335642
560,northam,51.0333,-4.2167,52.39,85,3,4.92,GB,1690335642
561,sao joao da barra,-21.6403,-41.0511,71.64,90,63,16.75,BR,1690335642
562,isabela,6.7085,121.9711,86.05,70,100,8.93,PH,1690335643
563,papao,-17.75,-149.55,82.08,85,3,17.13,PF,1690335643
564,ginir,7.1333,40.7,56.57,88,13,6.8,ET,1690335643
565,irtyshsk,53.3333,75.4572,75.45,39,46,3.89,KZ,1690335643
566,cidade velha,14.9167,-23.6167,79.27,83,75,12.66,CV,1690335643
567,malango,-2.9627,119.9001,78.3,58,7,2.73,ID,1690335644
568,kerikeri,-35.2268,173.9474,59.92,67,3,8.99,NZ,1690335644
569,thiruvananthapuram,8.4833,76.9167,78.78,89,75,6.91,IN,1690335479
570,itapirapua,-15.8233,-50.6133,75.38,46,22,3.91,BR,1690335644
571,mwandiga,-4.83,29.6581,71.28,63,33,2.71,TZ,1690335644
572,vershino-darasunskiy,52.35,115.5167,74.26,49,30,4.03,RU,1690335644
573,laconia,43.5279,-71.4704,72.86,89,100,2.68,US,1690335645
574,jijiga,9.35,42.8,63.9,75,90,18.19,ET,1690335645
575,bignona,12.8103,-16.2264,77.04,94,98,4.18,SN,1690335645
576,vanimo,-2.6741,141.3028,85.87,65,42,5.88,PG,1690335645
577,fort st. john,56.2499,-120.8529,55.29,76,100,17.27,CA,1690335565
578,mount pearl,47.5166,-52.7813,65.44,89,20,8.05,CA,1690335645
